N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	div_length	X
3	1.074	200.000	9	10.0	10.0	10.0	10.0	6.864023511981232	2.8296147941031595 -18.5937101475259 2.976041228370553 -17.562416875041446 3.1009171709988474 -16.55985202796362
3	1.074	200.000	9	10.0	10.0	10.0	10.0	7.811585183209622	2.8272728830387046 -14.532919652221839 3.520048621287295 -13.898586329555748 4.227425663570672 -13.285467961533937
3	1.074	200.000	9	10.0	10.0	10.0	10.0	7.005034137996146	5.695957220862722 -12.52304380739435 6.454772533906053 -11.951619669984087 7.202894170592907 -11.37722670012989
3	1.074	200.000	9	10.0	10.0	10.0	10.0	6.647056604756683	8.796769092305297 -11.117669844111816 9.068801600076537 -10.220506361566258 9.35171607857086 -9.314194634709699
5	1.074	200.000	9	10.0	10.0	10.0	10.0	9.00012374972651	-11.007413687739604 -6.359308856254652 -10.984162226684614 -5.473316887079248 -10.948760620504201 -4.640079223445031 -10.899786056771287 -3.8066869722764913 -10.842768123717313 -2.923360824982068
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.90320585759726	-9.782153313025123 -1.8577801954022488 -9.253028345526479 -1.2199143684328122 -8.731297054244179 -0.5964074083325049 -8.236866339349385 0.06286346716437473 -7.733586314426683 0.7422253223523179
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.203234584475176	-6.9708179061645845 2.0947388046543614 -7.583783736929102 2.657082411249412 -8.181374929500425 3.2209501085004018 -8.754175480418608 3.807606630946493 -9.29172427731624 4.418425979834889
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.38652511685402	-9.070623542693529 5.865713244319717 -9.015054191240296 6.7238808252343025 -8.961673295986218 7.567259453307209 -8.885463629520341 8.403173429734828 -8.791801467379127 9.238192773386881
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.466599514992765	-12.334519025811876 11.444100572762649 -11.458941143744035 11.718301357617127 -10.607499891908839 12.012700944565836 -9.805975971805362 12.333295653841896 -8.998787893943245 12.671578648846552
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.30586060587128	-7.550567432377992 13.409471123245464 -6.815985629743683 13.875533438869798 -6.065315600457786 14.35971209678494 -5.254716804348896 14.864740089094433 -4.427037002307818 15.368409188348268
3	1.074	200.000	9	10.0	10.0	10.0	10.0	7.874813193490102	5.980672834149732 14.561605038745915 6.723788165455368 15.060015563528166 7.458386652270718 15.55467954773079
5	1.074	200.000	9	10.0	10.0	10.0	10.0	9.801662914453896	8.710018223701132 16.307530020062146 9.46629637965937 16.808341987470534 10.21701642597606 17.331931250938393 10.946862915733762 17.87862270062238 11.663263308226496 18.431699132520297
6	1.074	200.000	9	10.0	10.0	10.0	10.0	11.078250171638594	-0.5944120897371196 5.480917007960155 -0.8798816395618061 6.292171675662887 -0.97429022002238 7.122759326376886 -1.2415532875911088 7.931489535387029 -1.1865607533985902 8.756410111699854 -1.244083602661089 9.5602921248439
6	1.074	200.000	9	10.0	10.0	10.0	10.0	8.915641528300958	0.10187926341258481 10.219160349858985 0.6983759389126053 10.793253492077913 1.2231078845104535 11.445273713974718 1.8298578132532524 12.027263048021583 2.325444458595423 12.725356882848875 2.8644425729283984 13.381596035156587
3	1.074	200.000	9	10.0	10.0	10.0	10.0	7.757561087413089	-10.325529351868637 0.39056387200933573 -9.778282447411845 1.1037093056174447 -9.221452826301157 1.8249690749582181
