    cname	              frame	               time	             cellno	          schnitzno	              birth	           lifespan	             length	               area	                  x	                  y	              angle	   colonyCenterDist	   colonyBorderDist	avgColonyBorderDist	              grate	             grcoef	          grateinst	              width	          siderotot	           siderosd	          sideromed	           siderobg	          siderongb	            areangb	      siderongbCell	        areangbCell	         siderongbl	           areangbl	     siderongblCell	       areangblCell	        AvgNgbAngle	          correltot	           correlsd	          correlmed	         Old_pole_X	         Old_pole_Y	       Young_pole_X	       Young_pole_Y	         OldPoleAge	       Bary_Neigh_X	       Bary_Neigh_Y
      0TT	                  6	                 12	                  2	                  3	                 15	                 30	            66.3586	               1053	            584.134	            505.934	            2.10156	            35.2612	            10.8705	            53.9042	          0.0257195	           0.998734	                  0	            21.6311	        3.83693e+07	            9033.86	              36713	                NaN	        1.20831e+08	               3644	        8.63968e+07	               2492	        2.25218e+08	               6857	        1.31054e+08	               3819	                  0	        3.83693e+07	            9033.86	              36713	            600.929	            477.319	            567.339	            534.548	                  3	            577.957	            538.649
      0HT	                  6	                 12	                  3	                246	                  9	                 24	            74.3797	               1246	            566.763	            575.402	          -0.677547	            36.4147	            11.9066	            54.8513	          0.0232276	           0.994317	             1.3443	            22.3835	        4.66261e+07	            9519.41	              38193	                NaN	        1.37306e+08	               4179	         8.8421e+07	               2557	        2.78459e+08	               8452	        1.29002e+08	               3727	                  0	        4.66261e+07	            9519.41	              38193	            537.788	            598.716	            595.738	            552.088	                  2	            577.957	            538.649
      0HH	                  6	                 12	                  4	                245	                  9	                 24	            73.8084	               1293	            600.675	            522.502	            1.99156	            29.6459	            13.4956	            51.9276	          0.0242144	           0.990724	            1.78537	             23.416	        4.74028e+07	            9208.73	              37341	                NaN	        1.41414e+08	               4236	        1.02054e+08	               2936	        2.66711e+08	               8104	        1.47646e+08	               4280	                  0	        4.74028e+07	            9208.73	              37341	            615.749	            488.817	            585.601	            556.187	                  1	            568.712	            545.377
      0TH	                  7	                 15	                  1	                  2	                 15	                 27	            71.0203	               1229	            551.004	            558.324	          -0.766523	            29.9115	            11.0898	            54.8822	          0.0260354	           0.992674	            1.19955	            22.8732	        4.52029e+07	            9376.46	              38783	                NaN	        1.35886e+08	               4097	        1.00371e+08	               2916	        2.74069e+08	               8302	        1.55714e+08	               4528	                  0	        4.52029e+07	            9376.46	              38783	            525.425	            582.955	            576.583	            533.693	                  1	            583.192	            535.301
      0HT	                  7	                 15	                  2	                246	                  9	                 24	            80.6889	               1367	            564.612	            577.183	          -0.623649	            37.3624	            11.7127	            57.6383	          0.0232276	           0.994317	            2.10306	            22.6617	        5.04178e+07	            8942.24	              37682	                NaN	        1.45469e+08	               4445	        9.45502e+07	               2766	         2.9254e+08	               8885	        1.37798e+08	               4009	                  0	        5.04178e+07	            8942.24	              37682	            531.862	            600.744	            597.361	            553.622	                  2	            576.257	            539.712
      0TT	                  7	                 15	                  3	                  3	                 15	                 30	            73.2123	               1196	            583.454	             507.62	            2.07069	            34.7641	            10.9981	            55.2826	          0.0257195	           0.998734	            2.28457	            21.9016	        4.34394e+07	            8833.91	            36776.5	                NaN	        1.29748e+08	               3893	         9.4474e+07	               2722	        2.37199e+08	               7235	        1.41365e+08	               4147	                  0	        4.34394e+07	            8833.91	            36776.5	            601.001	            475.493	            565.907	            539.746	                  3	            576.257	            539.712
      0HH	                  7	                 15	                  4	                245	                  9	                 24	            80.3751	               1424	             601.51	              521.1	            2.00814	            32.8723	            13.4029	              54.47	          0.0242144	           0.990724	            2.18891	            23.6612	        5.17616e+07	            8762.38	            37180.5	                NaN	        1.51542e+08	               4544	        1.09059e+08	               3147	        2.79134e+08	               8489	        1.56723e+08	               4569	                  0	        5.17616e+07	            8762.38	            37180.5	            618.531	            484.695	            584.489	            557.505	                  1	            566.357	            547.709
      0TH	                  8	                 18	                  1	                  2	                 15	                 27	            75.2734	               1338	            548.892	            558.701	          -0.721215	            31.4913	            11.0997	            57.4603	          0.0260354	           0.992674	            1.41768	            23.4268	         4.9144e+07	            8895.76	            38340.5	                NaN	        1.42669e+08	               4312	        1.05487e+08	               3084	        2.84661e+08	               8628	        1.63793e+08	               4791	                  0	         4.9144e+07	            8895.76	            38340.5	            520.626	            583.552	            577.157	             533.85	                  1	              583.2	            534.662
      0HT	                  8	                 18	                  2	                246	                  9	                 24	            87.0934	               1506	            562.417	            578.709	          -0.549729	            39.5377	            11.7077	            60.3345	          0.0232276	           0.994317	            2.13483	            23.1544	        5.48826e+07	             8656.8	              37177	                NaN	        1.56011e+08	               4766	        1.00294e+08	               2944	        3.09173e+08	               9402	        1.43776e+08	               4215	                  0	        5.48826e+07	             8656.8	              37177	            525.286	             601.46	            599.548	            555.958	                  2	             575.39	             539.68
      0TT	                  8	                 18	                  3	                  3	                 15	                 30	            78.7874	               1320	            585.294	            504.617	            2.06013	             38.036	            10.8597	            58.9984	          0.0257195	           0.998734	            1.85834	            22.4886	        4.74243e+07	            8483.25	            36336.5	                NaN	        1.38564e+08	               4159	        1.00563e+08	               2913	        2.49637e+08	               7639	        1.47419e+08	               4365	                  0	        4.74243e+07	            8483.25	            36336.5	             603.81	            469.847	            566.778	            539.388	                  3	             575.39	             539.68
      0HH	                  8	                 18	                  4	                245	                  9	                 24	            86.8864	               1536	            601.888	             520.66	            2.02582	            33.7841	            13.2371	            57.4135	          0.0242144	           0.990724	            2.17043	            23.8978	        5.52452e+07	            8338.65	              36821	                NaN	         1.6015e+08	               4809	        1.17469e+08	               3412	        2.96291e+08	               9017	        1.69568e+08	               4973	                  0	        5.52452e+07	            8338.65	              36821	            620.981	            481.637	            582.795	            559.682	                  1	            565.534	            547.343
      0TH	                  9	                 21	                  1	                  2	                 15	                 27	            80.0517	               1338	            546.148	            559.944	          -0.695543	             34.991	            10.6864	            59.2338	          0.0260354	           0.992674	            1.59277	            22.4238	        5.09091e+07	            7927.95	              39547	                NaN	        1.44636e+08	               4417	        1.02922e+08	               3020	        2.92478e+08	               8834	        1.61738e+08	               4669	                  0	        5.09091e+07	            7927.95	              39547	             515.42	            585.593	            576.876	            534.295	                  1	            585.317	            533.762
      0HT	                  9	                 21	                  2	                246	                  9	                 24	            90.4712	               1477	            567.792	            576.549	          -0.452232	            36.2275	            10.7908	            59.2219	          0.0232276	           0.994317	            1.12592	            21.9193	        5.51316e+07	            7883.63	              38601	                NaN	        1.56806e+08	               4810	        1.01864e+08	               2985	        3.11603e+08	               9474	         1.4883e+08	               4326	                  0	        5.51316e+07	            7883.63	              38601	            527.104	            596.316	             608.48	            556.782	                  2	            573.965	            540.613
      0TT	                  9	                 21	                  3	                  3	                 15	                 30	            84.1965	               1253	            586.377	            503.453	            2.08384	            39.2235	            10.3805	            59.1776	          0.0257195	           0.998734	            1.80304	            20.6439	        4.68142e+07	            8011.21	              37809	                NaN	        1.38116e+08	               4159	        9.93989e+07	               2860	        2.41268e+08	               7417	        1.45814e+08	               4301	                  0	        4.68142e+07	            8011.21	              37809	             607.04	            466.775	            565.714	            540.132	                  3	            573.965	            540.613
      0HH	                  9	                 21	                  4	                245	                  9	                 24	            92.6238	               1424	            601.782	            521.283	            2.06543	            32.8205	             11.542	            56.3157	          0.0242144	           0.990724	            1.91246	            21.2092	        5.30518e+07	            6996.26	              38378	                NaN	        1.51909e+08	               4562	        1.21007e+08	               3497	        2.56649e+08	               7826	        1.81305e+08	               5258	                  0	        5.30518e+07	            6996.26	              38378	            623.767	            480.522	            579.798	            562.044	                  1	            566.772	            546.649
      0TH	                 10	                 24	                  1	                  2	                 15	                 27	             88.574	               1373	            540.336	            563.908	           -0.61433	            40.9238	             10.384	            62.4048	          0.0260354	           0.992674	            2.84078	            21.2226	        5.36473e+07	            7663.82	              40426	                NaN	        1.51573e+08	               4630	        1.06048e+08	               3082	        3.05714e+08	               9236	        1.65557e+08	               4744	                  0	        5.36473e+07	            7663.82	              40426	            504.146	            589.436	            576.525	            538.381	                  1	            586.613	            532.647
      0HT	                 10	                 24	                  2	                246	                  9	                 24	            97.9733	               1494	            569.402	            576.163	          -0.424334	            34.7064	            10.1747	            59.9625	          0.0232276	           0.994317	             2.5007	            20.9675	        5.71023e+07	            7705.73	              39832	                NaN	        1.63305e+08	               5018	        1.07787e+08	               3149	        3.23494e+08	               9833	        1.62022e+08	               4680	                  0	        5.71023e+07	            7705.73	              39832	            524.759	            596.331	            614.044	            555.994	                  2	            572.374	             540.66
      0TT	                 10	                 24	                  3	                  3	                 15	                 30	            90.5145	               1285	            586.023	            504.367	            2.10554	            39.1515	            10.0243	            62.2249	          0.0257195	           0.998734	            2.10602	            19.3714	        4.94263e+07	            7738.14	              39271	                NaN	        1.44468e+08	               4361	        1.04264e+08	               2986	        2.56421e+08	               7877	        1.55485e+08	               4553	                  0	        4.94263e+07	            7738.14	              39271	            609.087	            465.427	            562.959	            543.306	                  3	            572.374	             540.66
      0HH	                 10	                 24	                  4	                245	                  9	                 24	            95.2608	               1386	            604.413	            517.413	            2.05964	            38.3941	            9.73576	            61.2025	          0.0242144	           0.990724	           0.879016	            20.4321	        5.33673e+07	            6772.72	            39666.5	                NaN	         1.5002e+08	               4567	        1.17176e+08	               3418	        2.54802e+08	               7750	        1.81287e+08	               5218	                  0	        5.33673e+07	            6772.72	            39666.5	             626.78	            475.361	            582.045	            559.464	                  1	            565.254	            548.146
      0TH	                 11	                 27	                  1	                  2	                 15	                 27	             95.634	               1603	            538.582	            564.246	          -0.685962	            43.2881	            10.5506	            67.9094	          0.0260354	           0.992674	            2.35334	            22.5733	        6.07839e+07	            7993.54	              39316	                NaN	        1.66431e+08	               5083	        1.16313e+08	               3407	        3.26768e+08	               9911	        1.76408e+08	               5142	                  0	        6.07839e+07	            7993.54	              39316	            501.581	            594.534	            575.583	            533.958	                  1	            586.693	            531.369
      0HT	                 11	                 27	                  2	                246	                  9	                 24	            108.275	               1796	            567.435	            577.391	          -0.431852	            37.4187	            9.62515	            65.1085	          0.0232276	           0.994317	            3.43375	            22.7637	        6.63956e+07	            8200.12	            38327.5	                NaN	        1.83303e+08	               5611	        1.22075e+08	               3603	        3.53628e+08	              10731	        1.78135e+08	               5205	                  0	        6.63956e+07	            8200.12	            38327.5	            518.268	            600.051	            616.602	            554.732	                  2	            571.108	            540.897
      0TT	                 11	                 27	                  3	                  3	                 15	                 30	            97.3079	               1522	             589.01	            499.168	            2.08406	             43.884	            10.8428	            66.3143	          0.0257195	           0.998734	            2.26447	            20.9689	        5.67768e+07	            8292.17	            38265.5	                NaN	        1.58888e+08	               4793	        1.15413e+08	               3338	        2.73052e+08	               8406	        1.67128e+08	               4963	                  0	        5.67768e+07	            8292.17	            38265.5	              612.9	            456.783	             565.12	            541.552	                  3	            571.108	            540.897
      0HH	                 11	                 27	                  4	                245	                  9	                 24	             107.93	               1741	            603.634	            517.549	            2.08884	            36.8992	            11.2813	            63.0402	          0.0242144	           0.990724	            4.22301	            23.2591	         6.4085e+07	            7751.83	              37702	                NaN	        1.77546e+08	               5343	        1.44144e+08	               4205	        2.95366e+08	               9017	        2.14677e+08	               6272	                  0	         6.4085e+07	            7751.83	              37702	            630.357	            470.664	            576.912	            564.433	                  1	            565.009	            546.935
     0HTT	                 12	                 30	                  1	                  4	                 33	                 27	            60.8064	                978	            539.601	            591.517	          -0.615201	            63.1068	            11.4396	            81.7428	          0.0245988	           0.996546	                  0	            21.6683	        3.48364e+07	            7758.52	            36104.5	                NaN	        1.18138e+08	               3613	        8.32736e+07	               2484	        2.49978e+08	               7593	        1.34529e+08	               3973	                  0	        3.48364e+07	            7758.52	            36104.5	            514.772	            609.064	             564.43	            573.971	                  3	            570.584	             557.02
     0HHT	                 12	                 30	                  3	                  5	                 33	                 30	            61.1099	               1012	             588.15	            542.317	           -0.57162	            13.9672	             16.272	            62.0433	          0.0279842	           0.992089	                  0	            21.9265	        3.54576e+07	            8047.89	              36038	                NaN	        1.20349e+08	               3629	        1.07828e+08	               3209	        2.51108e+08	               7597	        1.95589e+08	               5775	                  0	        3.54576e+07	            8047.89	              36038	            562.453	            558.847	            613.848	            525.787	                  1	            574.228	             542.68
     0HHH	                 12	                 30	                  4	                  6	                 33	                 24	             61.442	               1081	            615.031	            499.645	            1.90582	            56.4296	            12.7372	            72.2383	          0.0244386	           0.998387	                  0	            23.3496	        3.81577e+07	             8619.1	              35580	                NaN	          1.229e+08	               3715	        8.88776e+07	               2614	        2.53803e+08	               7723	        1.41067e+08	               4169	                  0	        3.81577e+07	             8619.1	              35580	            625.131	            470.632	             604.93	            528.658	                  2	            590.529	            517.905
      0TH	                 12	                 30	                  5	                  2	                 15	                 27	            104.313	               1921	            537.963	            560.949	          -0.850984	            42.6978	            9.37113	             72.208	          0.0260354	           0.992674	            2.89315	            25.1186	        7.03194e+07	            8095.99	              38272	                NaN	        1.85725e+08	               5668	        1.29411e+08	               3831	        3.53804e+08	              10763	        1.89165e+08	               5604	                  0	        7.03194e+07	            8095.99	              38272	            503.579	            600.167	            572.347	            521.731	                  1	            576.575	             548.78
      0TT	                 12	                 30	                  6	                  3	                 15	                 30	            105.695	               1868	            592.908	            493.492	            2.01651	            49.0533	            11.7966	            69.4855	          0.0257195	           0.998734	            2.79562	             23.552	        6.72123e+07	            8733.03	            36945.5	                NaN	        1.79461e+08	               5404	        1.32211e+08	               3869	        3.13723e+08	               9610	        1.90241e+08	               5698	                  0	        6.72123e+07	            8733.03	            36945.5	             615.69	            445.807	            570.126	            541.176	                  3	            580.381	            534.304
     0HTH	                 12	                 30	                  7	                249	                 33	                 27	            59.6607	               1099	             585.64	            567.795	            2.76479	              30.85	              13.33	            67.2757	          0.0271961	           0.992869	                  0	            24.5231	        3.95708e+07	            8703.71	              37302	                NaN	        1.21519e+08	               3739	        8.41073e+07	               2529	        2.57166e+08	               7767	        1.49569e+08	               4441	                  0	        3.95708e+07	            8703.71	              37302	            613.377	            556.819	            557.902	            578.771	                  1	            555.238	            564.928
     0HTT	                 13	                 33	                  1	                  4	                 33	                 27	            67.9813	               1122	            540.045	            590.995	          -0.660994	            63.2935	            11.6432	            83.1086	          0.0245988	           0.996546	            2.39163	            22.1961	        4.05519e+07	            8884.67	            37103.5	                NaN	        1.28307e+08	               3913	        9.04284e+07	               2676	        2.64896e+08	               8057	        1.43397e+08	               4249	                  0	        4.05519e+07	            8884.67	            37103.5	            513.214	            611.862	            566.877	            570.128	                  3	            572.012	            555.431
     0HTH	                 13	                 33	                  2	                249	                 33	                 27	            63.4015	               1145	            589.845	            567.062	             2.7686	            32.5686	            13.0036	            69.3531	          0.0271961	           0.992869	            1.24696	            23.8938	        4.14907e+07	            8680.11	              37008	                NaN	        1.26005e+08	               3836	        8.74306e+07	               2594	         2.5946e+08	               7904	        1.46736e+08	               4426	                  0	        4.14907e+07	            8680.11	              37008	            619.366	             555.51	            560.324	            578.614	                  1	            555.412	            563.409
     0HHH	                 13	                 33	                  3	                  6	                 33	                 24	            65.4216	               1122	            614.776	            499.545	            1.97464	            55.5187	            12.7025	            72.7416	          0.0244386	           0.998387	            1.32656	            22.9197	        3.99543e+07	            8425.28	            36124.5	                NaN	        1.28036e+08	               3861	        9.48958e+07	               2778	        2.60883e+08	               7973	        1.52087e+08	               4524	                  0	        3.99543e+07	            8425.28	            36124.5	             627.63	            469.466	            601.922	            529.625	                  2	            590.184	                519
      0TH	                 13	                 33	                  4	                  2	                 15	                 27	            114.065	               2115	            539.271	            554.513	          -0.972705	            39.1814	            8.98625	            72.1327	          0.0260354	           0.992674	            3.25053	            25.6297	        7.78685e+07	            8664.56	              38628	                NaN	        2.00998e+08	               6133	        1.40444e+08	               4152	        3.78186e+08	              11533	        2.04113e+08	               6066	                  0	        7.78685e+07	            8664.56	              38628	            507.158	            601.646	            571.384	            507.381	                  1	            577.564	            549.014
     0HHT	                 13	                 33	                  5	                  5	                 33	                 30	            70.9979	               1154	            586.919	            544.718	           -0.43563	            13.7291	            24.1147	            63.8488	          0.0279842	           0.992089	            3.29598	            21.7932	         4.0275e+07	             8408.4	            35892.5	                NaN	        1.32712e+08	               3990	        1.19784e+08	               3566	        2.72478e+08	               8206	        2.15211e+08	               6336	                  0	         4.0275e+07	             8408.4	            35892.5	            554.736	            559.697	            619.103	            529.738	                  1	            575.477	             541.08
      0TT	                 13	                 33	                  6	                  3	                 15	                 30	            114.376	               1996	            593.448	            493.282	            2.01731	            48.5548	            11.9091	             70.045	          0.0257195	           0.998734	            2.89383	            23.3566	         7.1847e+07	            8687.64	            37142.5	                NaN	        1.90566e+08	               5735	        1.46321e+08	               4286	        3.31941e+08	              10149	        2.15808e+08	               6454	                  0	         7.1847e+07	            8687.64	            37142.5	            618.143	            441.701	            568.753	            544.863	                  3	            580.322	            532.925
     0HTT	                 14	                 36	                  1	                  4	                 33	                 27	             72.027	               1227	            541.759	            589.776	          -0.634724	            63.9639	            11.7269	            86.0374	          0.0245988	           0.996546	            1.34857	            22.8061	        4.45354e+07	             9336.2	              37262	                NaN	        1.35727e+08	               4134	         9.5886e+07	               2841	        2.76316e+08	               8398	        1.51118e+08	               4486	                  0	        4.45354e+07	             9336.2	              37262	            512.759	             611.13	            570.758	            568.421	                  3	            574.845	            553.657
     0HHH	                 14	                 36	                  2	                  6	                 33	                 24	            70.1708	               1194	            614.073	            500.193	            2.01079	            51.9462	            12.8592	            71.7089	          0.0244386	           0.998387	            1.58305	            22.6792	         4.2428e+07	            8137.99	              35926	                NaN	        1.33686e+08	               4028	        1.01654e+08	               2984	        2.70694e+08	               8240	        1.72123e+08	               5128	                  0	         4.2428e+07	            8137.99	              35926	            629.017	             468.45	            599.129	            531.937	                  2	            591.505	            517.283
      0TH	                 14	                 36	                  3	                  2	                 15	                 27	            123.916	               2299	            541.025	            550.391	          -0.996908	            38.2655	            8.28463	            74.1492	          0.0260354	           0.992674	            3.28379	            25.6898	        8.43847e+07	            8713.49	              38330	                NaN	        2.16419e+08	               6583	        1.52401e+08	               4493	        4.01673e+08	              12255	        2.20015e+08	               6566	                  0	        8.43847e+07	            8713.49	              38330	            507.388	            602.423	            574.662	            498.359	                  1	            574.923	            541.447
     0HTH	                 14	                 36	                  4	                249	                 33	                 27	            68.0789	               1220	            595.739	            565.197	            2.73431	            34.8937	            12.9229	            72.0926	          0.0271961	           0.992869	            1.55912	            23.7316	        4.41293e+07	            8521.55	            36374.5	                NaN	        1.35205e+08	               4034	        9.37499e+07	               2708	        2.69186e+08	               8218	        1.48168e+08	               4490	                  0	        4.41293e+07	            8521.55	            36374.5	            626.994	            551.713	            564.484	             578.68	                  1	            564.765	            567.579
     0HHT	                 14	                 36	                  5	                  5	                 33	                 30	             78.639	               1248	            587.772	            545.382	           -0.40456	            14.6062	            31.2307	            66.1055	          0.0279842	           0.992089	            2.54705	            21.3052	        4.32119e+07	            8632.05	              35592	                NaN	        1.42326e+08	               4274	        1.28687e+08	               3830	        2.87767e+08	               8690	         2.2673e+08	               6707	                  0	        4.32119e+07	            8632.05	              35592	            551.626	            560.859	            623.917	            529.905	                  1	            577.567	            538.948
      0TT	                 14	                 36	                  6	                  3	                 15	                 30	            124.329	               2143	            595.238	            489.183	            2.01451	            50.4945	            11.9608	            71.2461	          0.0257195	           0.998734	            3.31761	              22.98	        7.66368e+07	            8454.08	              36748	                NaN	        2.02969e+08	               6129	        1.56667e+08	               4619	        3.53749e+08	              10797	        2.33303e+08	               6968	                  0	        7.66368e+07	            8454.08	              36748	            621.925	            433.039	            568.551	            545.328	                  3	            580.957	            531.989
     0THT	                 15	                 39	                  1	                  7	                 42	                 27	            58.3025	               1021	            557.969	            520.915	            2.00034	            23.6986	            11.6463	            70.4781	          0.0315691	           0.954592	                  0	            23.4158	         3.7616e+07	            8642.38	              38492	                NaN	        1.18452e+08	               3601	        8.36516e+07	               2443	        2.46426e+08	               7569	        1.49086e+08	               4497	                  0	         3.7616e+07	            8642.38	              38492	            570.109	            494.412	            545.828	            547.418	                  1	            572.898	            533.283
     0THH	                 15	                 39	                  2	                  8	                 42	                 18	            85.0828	               1355	            528.494	            571.362	          -0.858835	            61.4836	            11.9194	            86.0173	          0.0184606	           0.761644	                  0	            21.5665	        5.04507e+07	            7752.05	              38668	                NaN	        1.49279e+08	               4526	        1.09318e+08	               3198	        2.97008e+08	               9054	        1.67383e+08	               4932	                  0	        5.04507e+07	            7752.05	              38668	            500.701	             603.57	            556.287	            539.155	                  2	            571.949	            535.005
     0HTT	                 15	                 39	                  3	                  4	                 33	                 27	            77.1189	               1122	            539.627	             590.62	          -0.810528	            67.9061	             10.432	            89.1351	          0.0245988	           0.996546	            1.69731	            19.6648	        4.12139e+07	             7727.2	              37164	                NaN	         1.3382e+08	               4054	        9.82959e+07	               2872	        2.73389e+08	               8319	        1.57184e+08	               4627	                  0	        4.12139e+07	             7727.2	              37164	            513.055	            618.562	            566.198	            562.678	                  3	            571.705	            560.795
